Rooms,Type,Price,Distance,Bathroom,Car,Region,LogPrice
1.0,t,500000.0,3.4,1.0,0.0,Northern Metropolitan,13.122363377404328
2.0,u,535000.0,3.4,1.0,1.0,Northern Metropolitan,13.190022025878143
2.0,h,758000.0,5.4,1.0,2.0,Southern Metropolitan,13.53843866462451
2.0,u,862000.0,7.3,1.0,1.0,Southern Metropolitan,13.66701054964583
4.0,h,965000.0,25.2,2.0,2.0,South-Eastern Metropolitan,13.779883380321124
4.0,h,761000.0,25.2,1.0,2.0,South-Eastern Metropolitan,13.542388636843823
3.0,h,520000.0,14.0,1.0,2.0,Western Metropolitan,13.16158409055761
3.0,h,530000.0,14.0,1.0,1.0,Western Metropolitan,13.180632285528304
3.0,h,1020000.0,6.4,1.0,0.0,Western Metropolitan,13.835313185260453
1.0,u,210000.0,6.4,1.0,1.0,Western Metropolitan,12.254862809699606
4.0,h,750000.0,16.3,2.0,4.0,Northern Metropolitan,13.527828485512494
3.0,h,635000.0,16.3,1.0,4.0,Northern Metropolitan,13.36138027787483
2.0,u,410000.0,16.3,1.0,1.0,Northern Metropolitan,12.92391243868049
5.0,h,675000.0,16.3,2.0,2.0,Northern Metropolitan,13.422467969854667
5.0,h,880000.0,14.6,2.0,2.0,Eastern Metropolitan,13.687677186454389
1.0,u,280000.0,6.4,1.0,1.0,Western Metropolitan,12.542544882151386
2.0,t,520000.0,6.4,1.0,1.0,Western Metropolitan,13.16158409055761
3.0,t,895000.0,6.4,2.0,2.0,Western Metropolitan,13.704578997256993
3.0,h,2110000.0,8.4,1.0,2.0,Southern Metropolitan,14.56219850545225
3.0,h,1050000.0,4.3,2.0,1.0,Western Metropolitan,13.864300722133706
4.0,h,320000.0,31.7,2.0,1.0,Western Victoria,12.676076274775909
3.0,h,480000.0,31.7,1.0,2.0,Western Victoria,13.081541382884074
4.0,h,670000.0,25.9,2.0,2.0,Northern Metropolitan,13.415032991367148
4.0,h,520500.0,25.9,2.0,2.0,Northern Metropolitan,13.16254516703716
2.0,u,460000.0,17.9,1.0,1.0,Northern Metropolitan,13.038981768465277
3.0,h,610000.0,17.9,1.0,1.0,Northern Metropolitan,13.321214236149494
3.0,h,950000.0,17.2,1.0,2.0,Eastern Metropolitan,13.764217263576723
3.0,t,970000.0,17.2,2.0,1.0,Eastern Metropolitan,13.785051350479566
5.0,h,2200000.0,10.2,2.0,4.0,Eastern Metropolitan,14.603967918328545
4.0,h,2320000.0,10.2,2.0,5.0,Eastern Metropolitan,14.657077743642493
3.0,h,655000.0,16.2,2.0,3.0,Eastern Metropolitan,13.39239051461739
3.0,h,960000.0,16.2,1.0,1.0,Eastern Metropolitan,13.77468856344402
4.0,h,1810000.0,6.2,2.0,2.0,Western Metropolitan,14.408837403242009
2.0,h,1020000.0,6.2,1.0,1.0,Western Metropolitan,13.835313185260453
2.0,h,1250000.0,6.2,1.0,1.0,Western Metropolitan,14.038654109278484
3.0,h,1175000.0,14.3,2.0,6.0,Southern Metropolitan,13.976778705560397
4.0,h,800000.0,21.5,3.0,3.0,South-Eastern Metropolitan,13.592367006650065
4.0,h,1225000.0,21.5,2.0,2.0,South-Eastern Metropolitan,14.018451401960965
3.0,h,1205000.0,14.2,2.0,2.0,Eastern Metropolitan,14.001990124906893
4.0,h,1720000.0,14.2,2.0,3.0,Eastern Metropolitan,14.357834848789636
5.0,h,1600000.0,14.2,3.0,3.0,Eastern Metropolitan,14.28551418721001
3.0,h,944000.0,14.2,1.0,1.0,Eastern Metropolitan,13.757881445127637
3.0,h,1385000.0,14.2,1.0,2.0,Eastern Metropolitan,14.141210697603576
3.0,h,2000000.0,14.2,1.0,2.0,Eastern Metropolitan,14.508657738524219
3.0,h,650000.0,34.1,1.0,4.0,South-Eastern Metropolitan,13.38472764187182
3.0,h,655000.0,34.1,2.0,2.0,South-Eastern Metropolitan,13.39239051461739
2.0,h,710000.0,6.2,1.0,2.0,Western Metropolitan,13.473020249017498
3.0,h,1330000.0,6.2,1.0,3.0,Western Metropolitan,14.100689500197937
2.0,u,550000.0,1.8,1.0,0.0,Northern Metropolitan,13.217673557208654
2.0,h,962000.0,1.8,1.0,0.0,Northern Metropolitan,13.776769729647844
2.0,t,936000.0,1.8,1.0,0.0,Northern Metropolitan,13.74937075545973
4.0,h,1900000.0,5.3,2.0,2.0,Northern Metropolitan,14.457364444136669
3.0,h,1605000.0,5.3,1.0,0.0,Northern Metropolitan,14.288634314546254
3.0,h,1415000.0,5.3,1.0,1.0,Northern Metropolitan,14.162640089059476
2.0,u,390000.0,5.3,1.0,1.0,Northern Metropolitan,12.873902018105829
4.0,h,1100000.0,15.4,2.0,3.0,Eastern Metropolitan,13.9108207377686
3.0,h,926000.0,15.4,1.0,0.0,Eastern Metropolitan,13.738629513628316
2.0,t,610000.0,11.2,1.0,1.0,Northern Metropolitan,13.321214236149494
5.0,h,1525000.0,12.3,3.0,6.0,Southern Metropolitan,14.237504968023648
6.0,h,1900000.0,12.3,3.5,3.0,Southern Metropolitan,14.457364444136669
1.0,u,454000.0,11.4,1.0,1.0,Southern Metropolitan,13.025852477023484
2.0,u,562000.0,11.4,1.0,1.0,Southern Metropolitan,13.239257128875828
3.0,t,1000000.0,21.5,2.0,2.0,South-Eastern Metropolitan,13.815510557964274
3.0,h,820000.0,21.5,2.0,2.0,South-Eastern Metropolitan,13.617059619240436
3.0,h,870000.0,8.5,1.0,2.0,Northern Metropolitan,13.676248490630767
3.0,h,800000.0,8.5,1.0,2.0,Northern Metropolitan,13.592367006650065
5.0,h,1501000.0,8.5,3.0,3.0,Northern Metropolitan,14.2216421106156
3.0,h,1663000.0,8.5,1.0,2.0,Northern Metropolitan,14.324133758175064
4.0,h,780000.0,8.5,2.0,3.0,Northern Metropolitan,13.567049198665774
5.0,h,660000.0,14.7,2.0,2.0,Western Metropolitan,13.399995114002609
3.0,u,1631000.0,3.5,2.0,2.0,Southern Metropolitan,14.304703881603151
3.0,h,1665000.0,3.5,3.0,2.0,Southern Metropolitan,14.325335681396682
4.0,h,2372500.0,3.5,3.0,2.0,Southern Metropolitan,14.71159858252091
1.0,u,399000.0,4.6,1.0,0.0,Southern Metropolitan,12.896716695872
2.0,u,1240000.0,4.6,1.0,1.0,Southern Metropolitan,14.03062193758122
3.0,h,840000.0,12.0,1.0,4.0,Northern Metropolitan,13.641157170819497
2.0,h,560000.0,12.0,1.0,1.0,Northern Metropolitan,13.235692062711331
4.0,h,900000.0,12.0,1.0,2.0,Northern Metropolitan,13.710150042306449
4.0,h,902000.0,12.0,2.0,3.0,Northern Metropolitan,13.71236979904476
3.0,h,825000.0,12.0,2.0,5.0,Northern Metropolitan,13.623138665316818
2.0,t,668500.0,12.0,2.0,1.0,Northern Metropolitan,13.412791675524135
2.0,h,1165000.0,2.4,1.0,1.0,Northern Metropolitan,13.968231644981937
2.0,u,890500.0,2.4,2.0,2.0,Northern Metropolitan,13.699538381711854
2.0,h,1442000.0,2.4,2.0,1.0,Northern Metropolitan,14.181541596827032
2.0,u,560000.0,21.3,1.0,2.0,Eastern Metropolitan,13.235692062711331
2.0,h,340000.0,23.8,1.0,0.0,Western Metropolitan,12.736700896592344
5.0,h,870000.0,23.5,2.0,2.0,South-Eastern Metropolitan,13.676248490630767
2.0,u,643500.0,15.2,1.0,1.0,Southern Metropolitan,13.374677306018318
3.0,u,572000.0,35.4,2.0,2.0,South-Eastern Metropolitan,13.256894270361935
2.0,h,750000.0,5.1,1.0,1.0,Western Metropolitan,13.527828485512494
2.0,h,850000.0,5.1,1.0,1.0,Western Metropolitan,13.652991628466498
4.0,h,640000.0,34.7,2.0,2.0,South-Eastern Metropolitan,13.369223455335854
4.0,h,600000.0,20.5,2.0,2.0,Northern Metropolitan,13.304684934198283
3.0,u,386000.0,20.5,1.0,1.0,Northern Metropolitan,12.863592648446968
2.0,u,857000.0,2.7,2.0,2.0,Southern Metropolitan,13.661193197579918
2.0,h,1160000.0,2.7,1.0,0.0,Southern Metropolitan,13.963930563082547
3.0,u,1235000.0,2.7,2.0,1.0,Southern Metropolitan,14.026581528044215
3.0,h,752500.0,20.8,1.0,2.0,South-Eastern Metropolitan,13.531156275605168
3.0,h,565000.0,14.0,1.0,2.0,Western Metropolitan,13.244581010128577
3.0,h,610000.0,14.0,1.0,2.0,Western Metropolitan,13.321214236149494
1.0,u,350000.0,5.0,1.0,1.0,Southern Metropolitan,12.765688433465597
2.0,u,525000.0,5.0,1.0,1.0,Southern Metropolitan,13.17115354157376
1.0,u,517500.0,5.0,1.0,0.0,Southern Metropolitan,13.15676480412166
2.0,u,365000.0,5.0,1.0,1.0,Southern Metropolitan,12.80765263256463
2.0,u,460000.0,5.0,1.0,1.0,Southern Metropolitan,13.038981768465277
2.0,h,646000.0,8.2,1.0,1.0,Western Metropolitan,13.37855478276474
4.0,h,580000.0,31.7,2.0,2.0,Western Metropolitan,13.270783382522602
3.0,h,420000.0,31.7,1.0,2.0,Western Metropolitan,12.948009990259552
3.0,h,650000.0,31.7,3.0,1.0,Western Metropolitan,13.38472764187182
3.0,t,525000.0,10.5,2.0,1.0,Western Metropolitan,13.17115354157376
3.0,h,780000.0,10.5,1.0,2.0,Western Metropolitan,13.567049198665774
4.0,h,765000.0,10.5,2.0,2.0,Western Metropolitan,13.547631112808673
3.0,h,2100000.0,10.2,1.0,9.0,Southern Metropolitan,14.557447902693651
3.0,h,1385000.0,10.2,2.0,1.0,Southern Metropolitan,14.141210697603576
3.0,h,451500.0,18.4,1.0,1.0,Western Metropolitan,13.020330651839178
3.0,h,526000.0,18.4,2.0,2.0,Western Metropolitan,13.173056491719846
4.0,h,605500.0,18.0,2.0,2.0,Western Metropolitan,13.313809841975283
3.0,h,427500.0,15.5,2.0,2.0,Western Metropolitan,12.965709567358951
5.0,h,1705000.0,12.4,3.5,2.0,Eastern Metropolitan,14.349075668699754
3.0,h,551200.0,27.0,1.0,2.0,Eastern Metropolitan,13.219852998681587
3.0,u,542000.0,15.3,2.0,2.0,Northern Metropolitan,13.203021280421783
4.0,h,2070000.0,7.0,3.0,2.0,Northern Metropolitan,14.543059165241552
6.0,h,2372500.0,4.1,2.0,2.0,Southern Metropolitan,14.845129975145433
2.0,t,385000.0,18.4,1.0,1.0,Western Metropolitan,12.86099861326992
3.0,h,500000.0,12.9,1.0,1.0,Western Metropolitan,13.122363377404328
4.0,h,821000.0,12.9,1.0,6.0,Western Metropolitan,13.618278388434565
3.0,t,917000.0,17.2,2.0,2.0,Eastern Metropolitan,13.728862751238601
4.0,h,1115000.0,8.9,2.0,2.0,Eastern Metropolitan,13.924364962876357
3.0,h,905000.0,8.9,2.0,2.0,Eastern Metropolitan,13.715690222682063
2.0,h,450000.0,14.7,2.0,2.0,Eastern Metropolitan,13.017002861746503
3.0,h,1015000.0,14.7,2.0,2.0,Eastern Metropolitan,13.830399170458024
3.0,h,510000.0,14.7,2.0,2.0,Western Metropolitan,13.142166004700508
4.0,h,645000.0,14.7,2.0,2.0,Western Metropolitan,13.37700559577791
3.0,h,427000.0,14.7,1.0,2.0,Western Metropolitan,12.96453929221076
3.0,h,845000.0,6.4,1.0,2.0,Western Metropolitan,13.64709190633931
2.0,h,876000.0,6.4,1.0,1.0,Western Metropolitan,13.683121369918528
3.0,h,578000.0,16.5,2.0,1.0,Northern Metropolitan,13.267329147654515
4.0,h,510000.0,17.6,2.0,2.0,Western Metropolitan,13.142166004700508
2.0,u,390000.0,25.5,1.0,1.0,Northern Metropolitan,12.873902018105829
4.0,h,525000.0,25.5,2.0,2.0,Northern Metropolitan,13.17115354157376
3.0,h,480000.0,27.2,1.0,2.0,Western Metropolitan,13.081541382884074
4.0,h,1000000.0,6.3,2.0,2.0,Western Metropolitan,13.815510557964274
3.0,h,1240000.0,6.3,3.0,6.0,Western Metropolitan,14.03062193758122
3.0,h,1115000.0,6.3,1.0,2.0,Western Metropolitan,13.924364962876357
2.0,u,507000.0,7.5,1.0,1.0,Western Metropolitan,13.13626628257332
3.0,h,845000.0,10.4,1.0,2.0,Western Metropolitan,13.64709190633931
3.0,h,1250000.0,10.4,1.0,1.0,Western Metropolitan,14.038654109278484
4.0,h,1026000.0,10.4,3.0,2.0,Western Metropolitan,13.841178304712852
3.0,u,850000.0,10.4,2.0,1.0,Western Metropolitan,13.652991628466498
2.0,h,2372500.0,3.0,1.0,1.0,Southern Metropolitan,14.881943948268148
2.0,h,1380000.0,3.0,1.0,1.0,Southern Metropolitan,14.137594057133388
3.0,h,2372500.0,3.0,2.0,1.0,Southern Metropolitan,14.73180128983843
3.0,h,2120000.0,3.0,1.0,2.0,Southern Metropolitan,14.566926646648195
2.0,h,2015000.0,3.0,1.0,2.0,Southern Metropolitan,14.51612975336292
3.0,h,787000.0,10.5,1.0,3.0,Western Metropolitan,13.57598352739954
4.0,h,2220000.0,5.7,2.0,3.0,Northern Metropolitan,14.613017753848462
2.0,u,540000.0,11.0,1.0,1.0,Western Metropolitan,13.199324418540456
3.0,h,585000.0,9.4,1.0,1.0,Western Metropolitan,13.279367126213993
2.0,u,700500.0,6.3,1.0,1.0,Southern Metropolitan,13.459549644759198
3.0,h,2372500.0,6.3,1.0,0.0,Southern Metropolitan,14.684709682304579
3.0,h,1500000.0,4.3,3.0,1.0,Western Metropolitan,14.22097566607244
4.0,t,1655000.0,10.2,3.0,2.0,Southern Metropolitan,14.319311566793301
4.0,h,1800000.0,10.2,2.0,2.0,Southern Metropolitan,14.403297222866392
2.0,h,1880000.0,10.2,2.0,2.0,Southern Metropolitan,14.446782334806132
4.0,h,2372500.0,10.2,2.0,2.0,Southern Metropolitan,14.693060461521998
3.0,h,1000000.0,9.5,1.0,1.0,Western Metropolitan,13.815510557964274
5.0,h,945000.0,9.5,2.0,1.0,Western Metropolitan,13.758940206475879
1.0,u,290000.0,6.4,1.0,1.0,Southern Metropolitan,12.577636201962656
3.0,t,1810000.0,7.9,2.0,2.0,Southern Metropolitan,14.408837403242009
4.0,h,1593000.0,9.7,3.0,2.0,Southern Metropolitan,14.281129588892185
5.0,h,2372500.0,9.7,3.0,2.0,Southern Metropolitan,14.946912669455374
5.0,h,930000.0,23.2,2.0,2.0,Eastern Metropolitan,13.742939865129438
3.0,h,700000.0,23.2,2.0,1.0,Eastern Metropolitan,13.458835614025542
4.0,t,860000.0,23.2,3.0,2.0,Eastern Metropolitan,13.664687668229691
2.0,h,1470000.0,17.3,1.0,4.0,Southern Metropolitan,14.20077295875492
6.0,h,1660000.0,17.3,3.0,4.0,Southern Metropolitan,14.322328160332725
4.0,h,1600000.0,11.4,2.0,2.0,Southern Metropolitan,14.28551418721001
4.0,t,1200000.0,11.4,2.0,2.0,Southern Metropolitan,13.997832114758229
3.0,h,1185000.0,13.8,2.0,2.0,Southern Metropolitan,13.985253332551368
4.0,h,1460000.0,13.8,1.0,2.0,Southern Metropolitan,14.19394699368452
3.0,t,935000.0,13.8,2.0,2.0,Southern Metropolitan,13.748301808270824
4.0,h,1620000.0,13.8,2.0,2.0,Southern Metropolitan,14.297936707208567
4.0,h,1580000.0,13.8,2.0,2.0,Southern Metropolitan,14.27293540500315
3.0,h,1315000.0,13.8,1.0,2.0,Southern Metropolitan,14.089347223594002
2.0,u,767000.0,17.3,1.0,2.0,Southern Metropolitan,13.550242080349394
5.0,h,2372500.0,17.3,3.0,2.0,Southern Metropolitan,14.739769459487606
4.0,h,1695000.0,13.4,3.0,4.0,Eastern Metropolitan,14.343193298796688
4.0,t,990000.0,13.4,2.0,1.0,Eastern Metropolitan,13.805460222110773
3.0,h,836000.0,27.0,2.0,2.0,South-Eastern Metropolitan,13.636383892066839
4.0,h,780000.0,25.0,2.0,2.0,Eastern Metropolitan,13.567049198665774
4.0,h,783000.0,25.0,1.0,3.0,Eastern Metropolitan,13.57088797497294
5.0,h,2020000.0,25.0,3.0,0.0,Eastern Metropolitan,14.518608069377388
3.0,h,706500.0,25.0,2.0,3.0,Eastern Metropolitan,13.46807848110672
2.0,u,637000.0,16.1,1.0,1.0,Eastern Metropolitan,13.3645249345543
3.0,u,1336000.0,10.5,2.0,1.0,Southern Metropolitan,14.105190633078728
2.0,u,1400000.0,10.5,2.0,2.0,Southern Metropolitan,14.151982794585487
3.0,h,1175000.0,10.5,1.0,3.0,Southern Metropolitan,13.976778705560397
3.0,h,1935000.0,10.5,2.0,1.0,Southern Metropolitan,14.475617884446018
3.0,h,1950000.0,10.5,1.0,2.0,Southern Metropolitan,14.48333993053993
4.0,h,2250000.0,10.5,2.0,1.0,Southern Metropolitan,14.626440774180603
3.0,u,897000.0,10.5,1.0,1.0,Southern Metropolitan,13.706811141040934
5.0,h,2000000.0,10.3,3.0,2.0,Southern Metropolitan,14.508657738524219
3.0,h,1590000.0,5.2,2.0,1.0,Northern Metropolitan,14.279244574196415
3.0,h,1435000.0,5.2,2.0,0.0,Northern Metropolitan,14.176675407175859
2.0,h,1315000.0,5.2,1.0,1.0,Northern Metropolitan,14.089347223594002
2.0,h,730000.0,5.2,1.0,1.0,Northern Metropolitan,13.500799813124575
2.0,h,700000.0,5.2,1.0,1.0,Northern Metropolitan,13.458835614025542
3.0,h,1900000.0,5.2,2.0,3.0,Northern Metropolitan,14.457364444136669
2.0,h,920000.0,5.2,1.0,1.0,Northern Metropolitan,13.732128949025222
2.0,t,765000.0,5.2,2.0,1.0,Northern Metropolitan,13.547631112808673
4.0,h,1400000.0,5.2,1.0,2.0,Northern Metropolitan,14.151982794585487
2.0,h,740000.0,5.2,1.0,0.0,Northern Metropolitan,13.514405465180353
2.0,u,570000.0,4.0,1.0,1.0,Northern Metropolitan,13.253391639810733
2.0,h,1105000.0,4.0,1.0,2.0,Northern Metropolitan,13.91535589293399
3.0,h,1200000.0,5.2,1.0,1.0,Northern Metropolitan,13.997832114758229
4.0,h,1325000.0,5.2,1.0,0.0,Northern Metropolitan,14.09692301740246
3.0,h,1160000.0,10.8,1.0,1.0,Eastern Metropolitan,13.963930563082547
3.0,h,1320000.0,10.8,1.0,3.0,Eastern Metropolitan,14.093142294562554
3.0,h,780000.0,12.1,1.0,1.0,Northern Metropolitan,13.567049198665774
4.0,t,845000.0,10.4,3.0,2.0,Southern Metropolitan,13.64709190633931
2.0,u,700000.0,10.4,1.0,1.0,Southern Metropolitan,13.458835614025542
4.0,h,1032000.0,14.7,2.0,2.0,Eastern Metropolitan,13.847009225023646
4.0,h,821000.0,14.8,2.0,2.0,Western Metropolitan,13.618278388434565
4.0,h,2372500.0,7.7,2.0,2.0,Southern Metropolitan,14.930652148583594
3.0,t,1171000.0,7.7,2.0,2.0,Southern Metropolitan,13.973368642579855
3.0,h,2050000.0,8.4,2.0,3.0,Southern Metropolitan,14.53335035111459
2.0,u,850000.0,8.4,1.0,1.0,Southern Metropolitan,13.652991628466498
2.0,h,1501000.0,3.5,1.0,0.0,Northern Metropolitan,14.2216421106156
3.0,h,1570000.0,10.1,2.0,2.0,Southern Metropolitan,14.266586177324491
3.0,u,1275000.0,10.1,2.0,2.0,Southern Metropolitan,14.058456736574664
3.0,h,1435000.0,10.1,2.0,2.0,Southern Metropolitan,14.176675407175859
4.0,h,1455000.0,10.1,2.0,2.0,Southern Metropolitan,14.19051645858773
2.0,u,620000.0,10.1,1.0,2.0,Southern Metropolitan,13.337474757021274
3.0,h,600000.0,14.8,1.0,3.0,Western Metropolitan,13.304684934198283
4.0,h,965000.0,31.2,1.0,3.0,South-Eastern Metropolitan,13.779883380321124
2.0,u,529000.0,31.2,1.0,1.0,South-Eastern Metropolitan,13.178743710840436
3.0,h,881000.0,31.2,1.0,2.0,South-Eastern Metropolitan,13.688812904918317
4.0,h,845000.0,31.2,2.0,2.0,South-Eastern Metropolitan,13.64709190633931
2.0,u,650000.0,8.7,2.0,1.0,Southern Metropolitan,13.38472764187182
2.0,u,350000.0,8.4,0.0,0.0,Southern Metropolitan,12.765688433465597
1.0,u,350000.0,7.8,1.0,1.0,Southern Metropolitan,12.765688433465597
2.0,u,665000.0,7.8,1.0,1.0,Southern Metropolitan,13.407542319637992
3.0,h,1080000.0,11.7,1.0,1.0,Southern Metropolitan,13.892471599100402
2.0,h,674000.0,11.7,1.0,1.0,Southern Metropolitan,13.420985389894444
2.0,u,525000.0,27.0,1.0,1.0,South-Eastern Metropolitan,13.17115354157376
3.0,h,840000.0,27.0,2.0,2.0,South-Eastern Metropolitan,13.641157170819497
2.0,t,745000.0,17.9,1.0,2.0,Southern Metropolitan,13.521139497361697
3.0,h,1240000.0,17.9,1.0,4.0,Southern Metropolitan,14.03062193758122
2.0,u,850000.0,17.9,1.0,2.0,Southern Metropolitan,13.652991628466498
3.0,h,1300000.0,16.7,1.0,2.0,South-Eastern Metropolitan,14.077874822431765
2.0,h,700000.0,3.6,2.0,1.0,Northern Metropolitan,13.458835614025542
3.0,h,880000.0,6.7,2.0,1.0,Northern Metropolitan,13.687677186454389
4.0,h,1525000.0,6.7,2.0,2.0,Northern Metropolitan,14.237504968023648
3.0,t,690000.0,6.7,1.0,1.0,Northern Metropolitan,13.444446876573442
2.0,h,960000.0,6.7,1.0,3.0,Northern Metropolitan,13.77468856344402
3.0,h,1600000.0,6.7,2.0,2.0,Northern Metropolitan,14.28551418721001
3.0,h,1157000.0,6.7,1.0,1.0,Northern Metropolitan,13.961341006175813
2.0,h,867000.0,6.7,1.0,1.0,Northern Metropolitan,13.672794255762678
3.0,h,690000.0,6.7,1.0,2.0,Northern Metropolitan,13.444446876573442
4.0,h,850000.0,6.7,2.0,2.0,Northern Metropolitan,13.652991628466498
2.0,h,700000.0,6.7,1.0,1.0,Northern Metropolitan,13.458835614025542
2.0,u,561000.0,2.0,2.0,2.0,Northern Metropolitan,13.237476184504834
2.0,h,1025000.0,2.0,2.0,1.0,Northern Metropolitan,13.840203170554645
4.0,h,725000.0,20.6,2.0,3.0,Northern Metropolitan,13.493926933836812
4.0,h,667000.0,20.6,2.0,2.0,Northern Metropolitan,13.410545324897761
3.0,h,877500.0,23.0,2.0,1.0,Eastern Metropolitan,13.684832234322158
3.0,h,678000.0,24.7,1.0,2.0,South-Eastern Metropolitan,13.426902566922532
3.0,h,595000.0,24.7,1.0,1.0,South-Eastern Metropolitan,13.296316684527767
2.0,u,305000.0,24.7,1.0,1.0,South-Eastern Metropolitan,12.628067055589549
3.0,h,816000.0,22.2,2.0,2.0,South-Eastern Metropolitan,13.612169633946245
4.0,h,2372500.0,12.4,3.5,2.0,Eastern Metropolitan,14.77102200299171
3.0,h,1285000.0,12.4,1.0,2.0,Eastern Metropolitan,14.066269276311457
3.0,h,1360000.0,12.4,1.0,2.0,Eastern Metropolitan,14.122995257712235
5.0,h,1600000.0,12.4,2.0,2.0,Eastern Metropolitan,14.28551418721001
5.0,h,1370000.0,12.4,2.0,2.0,Eastern Metropolitan,14.130321297804308
4.0,h,1760000.0,14.3,3.5,2.0,Eastern Metropolitan,14.380824367014334
4.0,h,1662000.0,14.3,2.0,2.0,Eastern Metropolitan,14.32353225439753
3.0,h,545000.0,28.8,1.0,1.0,South-Eastern Metropolitan,13.208541073645382
2.0,u,750000.0,8.9,1.0,1.0,Eastern Metropolitan,13.527828485512494
2.0,h,716000.0,7.2,1.0,1.0,Southern Metropolitan,13.481435445942783
2.0,u,975000.0,7.2,1.0,1.0,Southern Metropolitan,13.790192749979985
4.0,h,975000.0,18.0,1.0,2.0,Eastern Metropolitan,13.790192749979985
3.0,h,842000.0,18.0,1.0,1.0,Eastern Metropolitan,13.643535293224463
2.0,u,480000.0,7.2,1.0,1.0,Southern Metropolitan,13.081541382884074
2.0,u,696750.0,7.2,1.0,1.0,Southern Metropolitan,13.454181945344194
1.0,u,420000.0,7.2,1.0,1.0,Southern Metropolitan,12.948009990259552
2.0,u,695500.0,7.2,1.0,1.0,Southern Metropolitan,13.452386290345634
3.0,h,540000.0,19.6,1.0,4.0,Northern Metropolitan,13.199324418540456
3.0,h,620000.0,19.6,1.0,2.0,Northern Metropolitan,13.337474757021274
4.0,h,598000.0,19.6,2.0,3.0,Northern Metropolitan,13.301346032932768
4.0,h,650000.0,19.6,2.0,2.0,Northern Metropolitan,13.38472764187182
2.0,u,762000.0,7.5,1.0,1.0,Western Metropolitan,13.543701834668783
3.0,h,1025000.0,7.5,2.0,2.0,Western Metropolitan,13.840203170554645
4.0,h,1360000.0,7.5,2.0,1.0,Western Metropolitan,14.122995257712235
3.0,h,900000.0,7.5,1.0,1.0,Western Metropolitan,13.710150042306449
3.0,h,1320000.0,7.5,2.0,1.0,Western Metropolitan,14.093142294562554
3.0,u,786000.0,7.5,2.0,1.0,Western Metropolitan,13.574712071411344
5.0,h,2210000.0,7.5,3.0,2.0,Western Metropolitan,14.608503073493935
3.0,h,1520000.0,7.5,2.0,1.0,Western Metropolitan,14.234220892822458
3.0,h,1200000.0,5.7,1.0,2.0,Northern Metropolitan,13.997832114758229
3.0,h,700000.0,13.1,2.0,2.0,Northern Metropolitan,13.458835614025542
3.0,h,712000.0,13.1,1.0,2.0,Northern Metropolitan,13.475833190394113
3.0,h,775000.0,13.1,1.0,2.0,Northern Metropolitan,13.560618308335483
4.0,h,821000.0,13.1,1.0,1.0,Northern Metropolitan,13.618278388434565
3.0,h,663500.0,24.8,1.0,2.0,Eastern Metropolitan,13.4052841327544
3.0,h,805000.0,24.8,1.0,2.0,Eastern Metropolitan,13.5985975564007
4.0,h,1290000.0,3.4,2.0,0.0,Northern Metropolitan,14.070152776337855
4.0,h,2268000.0,3.4,2.0,2.0,Northern Metropolitan,14.63440894382978
2.0,u,270000.0,5.1,1.0,1.0,Western Metropolitan,12.506177237980511
3.0,u,605000.0,5.1,1.0,2.0,Western Metropolitan,13.312983737012978
3.0,u,764000.0,15.4,2.0,1.0,Eastern Metropolitan,13.546323068148657
3.0,h,700000.0,38.0,1.0,2.0,South-Eastern Metropolitan,13.458835614025542
3.0,h,452000.0,36.9,1.0,0.0,Eastern Victoria,13.021437458814368
3.0,h,1890000.0,7.3,1.0,2.0,Southern Metropolitan,14.452087387035824
4.0,h,1750000.0,16.7,1.0,2.0,Eastern Metropolitan,14.375126345899696
2.0,u,1100000.0,16.7,1.0,1.0,Eastern Metropolitan,13.9108207377686
4.0,h,750000.0,11.2,2.0,3.0,Northern Metropolitan,13.527828485512494
3.0,h,695000.0,11.2,1.0,2.0,Northern Metropolitan,13.45166712454693
3.0,h,817000.0,16.1,2.0,1.0,Northern Metropolitan,13.61339437384214
3.0,h,760000.0,16.1,1.0,3.0,Northern Metropolitan,13.541073712262515
3.0,h,680000.0,20.4,2.0,1.0,Northern Metropolitan,13.42984807715229
5.0,h,1170000.0,20.4,3.0,5.0,Northern Metropolitan,13.972514306773938
5.0,h,830000.0,20.4,3.5,5.0,Northern Metropolitan,13.62918097977278
3.0,h,731000.0,11.2,1.0,2.0,Northern Metropolitan,13.502168738731916
3.0,h,827000.0,11.2,1.0,2.0,Northern Metropolitan,13.625559974005828
3.0,t,627000.0,11.2,2.0,2.0,Northern Metropolitan,13.348701819615057
3.0,h,680000.0,32.3,1.0,2.0,South-Eastern Metropolitan,13.42984807715229
3.0,u,690000.0,5.3,1.0,1.0,Southern Metropolitan,13.444446876573442
2.0,u,1022000.0,5.3,1.0,1.0,Southern Metropolitan,13.837272049745787
5.0,h,2372500.0,5.3,2.0,5.0,Southern Metropolitan,15.522075181129097
4.0,h,2372500.0,5.3,2.0,2.0,Southern Metropolitan,15.01998323733186
1.0,u,560000.0,5.3,1.0,1.0,Southern Metropolitan,13.235692062711331
3.0,u,970000.0,5.3,2.0,2.0,Southern Metropolitan,13.785051350479566
2.0,h,1790000.0,5.3,2.0,2.0,Southern Metropolitan,14.397726177816939
2.0,u,805000.0,5.3,1.0,1.0,Southern Metropolitan,13.5985975564007
3.0,h,1875000.0,6.2,2.0,1.0,Southern Metropolitan,14.444119217386648
